student_id,student_name,age,nationality,gender,education,school,field_of_interest,course_id,course_name,session,course_rating,difficulty_level,modes_of_learning,course_recommended
10,student 5378,10,UK,Male,Middle school (10-13),Gulf Indian High School,Sports,7,Virtual Reality,24,3,Intermediate,Hybrid,App Development
1611,student 5379,8,Iran (Islamic Republic of),Male,Elementary school (5-9),English Language Private School,Science,30,Young Designer Program,96,3,Beginner,Online,Coding for kids
1642,student 5380,5,Poland,Male,Elementary school (5-9),Gulf Indian High School,Mathematics,25,Artificial Intelligence and Machine Learning,48,5,Applied Tech,Hybrid,Python
253,student 5381,5,New Zealand,Female,Elementary school (5-9),Gulf Indian High School,Mathematics,39,Young Data Scientist,48,4,Beginner,Hybrid,Python
302,student 5382,6,Taiwan,Male,Elementary school (5-9),Gulf Indian High School,Technology,1,Robotics,24,4,Intermediate,Online,Coding for kids
279,student 5383,6,Srilanka,Female,Elementary school (5-9),Gulf Indian High School,Sports,16,Game Development with Unity,24,4,Intermediate,In-person,App Development
1456,student 5384,6,KSA,Female,Elementary school (5-9),Gulf Indian High School,Art,18,Graphic Designing,96,3,Beginner,In-person,Game Development
251,student 5385,6,China,Male,Elementary school (5-9),Gulf Indian High School,Mathematics,1,Robotics,24,4,Beginner,Hybrid,Coding for kids
2112,student 5387,7,Canada,Male,Elementary school (5-9),Gulf Indian High School,Art,6,Graphic Designing & Animation,48,3,Intermediate,Hybrid,Technology Innovative Learning
855,student 5388,6,Bosnia and Herzegovina,Male,Elementary school (5-9),Gulf Indian High School,Science,38,Game Development,8,4,Proficiency,Hybrid,Technology Innovative Learning
2304,student 5389,7,Srilanka,Male,Elementary school (5-9),Gulf Indian High School,Technology,32,Programming,48,4,Beginner,Hybrid,Python
1499,student 5390,7,Pakistan,Female,Elementary school (5-9),Gulf Indian High School,Science,1,Robotics,24,3,Intermediate,Hybrid,AI
2612,student 5391,7,Cameroon,Male,Elementary school (5-9),Gulf Indian High School,Mathematics,24,Coding For Kids,8,5,Proficiency,Hybrid,Robotics Innovative Learning
2618,student 5392,7,Kuwait,Male,Elementary school (5-9),Gulf Indian High School,Technology,0,Robotics Innovative Learning,8,3,Intermediate,Online,Robotics Innovative Learning
1002,student 5393,7,Bosnia and Herzegovina,Male,Elementary school (5-9),Gulf Indian High School,Sports,21,Technology Onsite,48,4,Proficiency,Hybrid,AI
953,student 5396,14,Switzerland,Male,High school/College (14+),Gulf Indian High School,Technology,36,JAVA Programming,48,4,Intermediate,Online,Game Development
971,student 5397,6,Venezuela,Female,Elementary school (5-9),Gulf Indian High School,Science,21,Technology Onsite,48,5,Proficiency,Hybrid,Robotics Innovative Learning
2775,student 5398,7,Iran (Islamic Republic of),Male,Elementary school (5-9),Gulf Indian High School,Science,36,JAVA Programming,48,4,Applied Tech,Online,Game Development
1281,student 5399,6,Jordan,Female,Elementary school (5-9),Gulf Indian High School,Mathematics,34,Game Combat Championship,96,3,Beginner,Online,Game Development
2367,student 5400,5,KSA,Female,Elementary school (5-9),Gulf Indian High School,Technology,15,Data Analysis with Python,48,3,Intermediate,Hybrid,Graphics Designing
1708,student 5401,12,USA,Male,Middle school (10-13),Gulf Indian High School,Sports,12,First LEGO League,96,4,Proficiency,Hybrid,3D Designing
1385,student 5402,12,Armenia,Female,Middle school (10-13),Gulf Indian High School,Mathematics,2,Python Programming,24,4,Beginner,Hybrid,Coding for kids
2252,student 5403,6,Qatar,Male,Elementary school (5-9),Gulf Indian High School,Mathematics,2,Python Programming,48,4,Beginner,Hybrid,Coding for kids
2697,student 5404,11,Cuba,Male,Middle school (10-13),Gulf Indian High School,Sports,38,Game Development,24,3,Applied Tech,Hybrid,App Development
2493,student 5405,11,China,Female,Middle school (10-13),English Language Private School,Sports,1,Robotics,48,4,Proficiency,In-person,AI
2574,student 5406,12,Cook Islands,Male,Middle school (10-13),Gulf Indian High School,Mathematics,32,Programming,48,4,Applied Tech,In-person,App Development
1424,student 5407,11,Malaysia,Male,Middle school (10-13),Gulf Indian High School,Technology,38,Game Development,96,5,Beginner,Online,Robotics Innovative Learning
2577,student 5408,11,Iran (Islamic Republic of),Male,Middle school (10-13),Gulf Indian High School,Mathematics,30,Young Designer Program,48,4,Applied Tech,Online,Graphics Designing
2317,student 5409,12,Afghanistan,Female,Middle school (10-13),Gulf Indian High School,Mathematics,29,Web Development,48,3,Applied Tech,In-person,Coding for kids
96,student 5410,11,Canada,Male,Middle school (10-13),Gulf Indian High School,Mathematics,1,Robotics,48,3,Proficiency,Online,App Development
1983,student 5413,8,Switzerland,Male,Elementary school (5-9),Gulf Indian High School,Music,1,Robotics,24,3,Intermediate,In-person,AI
2044,student 5414,6,India,Female,Elementary school (5-9),Gulf Indian High School,Sports,43,App Development,96,4,Proficiency,In-person,Graphics Designing
2918,student 5415,9,Palestine,Female,Elementary school (5-9),Gulf Indian High School,Art,4,Technology Innovative Learning,48,4,Applied Tech,In-person,3D Designing
2644,student 5416,12,Bosnia and Herzegovina,Female,Middle school (10-13),Gulf Indian High School,Technology,23,Virtual Robotics,24,4,Beginner,Hybrid,Game Development
1366,student 5417,9,Iraq,Female,Elementary school (5-9),Gulf Indian High School,Sports,1,Robotics,24,5,Applied Tech,Hybrid,Game Development
1102,student 5419,11,KSA,Female,Middle school (10-13),Gulf Indian High School,Science,34,Game Combat Championship,48,3,Proficiency,Online,App Development
1096,student 5421,11,Bosnia and Herzegovina,Female,Middle school (10-13),English Language Private School,Art,0,Robotics Innovative Learning,48,3,Proficiency,Online,Coding for kids
2445,student 5422,8,Oman,Male,Elementary school (5-9),Gulf Indian High School,Sports,22,Data Science,96,4,Beginner,Online,Technology Innovative Learning
2619,student 5424,12,Bosnia and Herzegovina,Male,Middle school (10-13),Gulf Indian High School,Science,3,Artificial Intelligence,24,4,Proficiency,In-person,Technology Innovative Learning
237,student 5425,12,Uruguay,Male,Middle school (10-13),Gulf Indian High School,Music,2,Python Programming,24,4,Applied Tech,In-person,Robotics Innovative Learning
1880,student 5426,8,Egypt,Female,Elementary school (5-9),English Language Private School,Art,49,Coding For kids,24,4,Intermediate,Online,AI
2855,student 5427,14,Afghanistan,Male,High school/College (14+),English Language Private School,Mathematics,16,Game Development with Unity,48,4,Intermediate,In-person,AI
1779,student 5428,8,UK,Male,Elementary school (5-9),English Language Private School,Technology,31,3D Designing and Printing,48,3,Applied Tech,In-person,Technology Innovative Learning
1292,student 5429,8,USA,Male,Elementary school (5-9),English Language Private School,Mathematics,39,Young Data Scientist,8,4,Intermediate,In-person,Graphics Designing
335,student 5432,6,Canada,Female,Elementary school (5-9),Gulf Indian High School,Art,11,VEX Robotics,24,3,Applied Tech,In-person,Technology Innovative Learning
1698,student 5434,5,Pakistan,Male,Elementary school (5-9),Gulf Indian High School,Technology,45,Young Entrepreneur,96,4,Proficiency,Online,Game Development
1685,student 5435,13,United Arab Emirates,Male,Middle school (10-13),Summit International School,Science,1,Robotics,96,3,Applied Tech,Online,Game Development
2970,student 5436,6,Egypt,Female,Elementary school (5-9),Gulf Indian High School,Sports,45,Young Entrepreneur,8,5,Beginner,Hybrid,Technology Innovative Learning
857,student 5437,14,India,Male,High school/College (14+),English Language Private School,Mathematics,17,3D Designing & Modelling,48,4,Applied Tech,Online,App Development
2328,student 5439,11,Afghanistan,Female,Middle school (10-13),Gulf Indian High School,Mathematics,20,Young Game Developer,96,3,Intermediate,Online,Python
192,student 5442,9,UAE,Female,Elementary school (5-9),English Language Private School,Science,44,App Design and Development,24,5,Intermediate,Hybrid,Technology Innovative Learning
1699,student 5443,6,Malaysia,Male,Elementary school (5-9),Gulf Indian High School,Technology,16,Game Development with Unity,24,4,Proficiency,Hybrid,3D Designing
321,student 5444,11,Russia,Female,Middle school (10-13),Gulf Indian High School,Music,42,Augmented & Virtual Reality,24,5,Beginner,Hybrid,Coding for kids
1133,student 5445,6,Ireland,Male,Elementary school (5-9),Gulf Indian High School,Music,1,Robotics,48,3,Intermediate,Hybrid,Graphics Designing
2205,student 5446,5,Turkey,Male,Elementary school (5-9),Gulf Indian High School,Sports,27,Young Innovator,24,4,Intermediate,Hybrid,Graphics Designing
1725,student 5447,12,Pakistan,Male,Middle school (10-13),Gulf Indian High School,Art,10,LEGO Robotics,8,3,Intermediate,In-person,Game Development
1987,student 5448,11,Armenia,Female,Middle school (10-13),English Language Private School,Technology,29,Web Development,8,3,Proficiency,In-person,Coding for kids
482,student 5449,8,Jordan,Male,Elementary school (5-9),Gulf Indian High School,Mathematics,5,Game and App Development,48,4,Proficiency,Hybrid,Python
2197,student 5450,12,United Arab Emirates,Male,Middle school (10-13),Gulf Indian High School,Sports,0,Robotics Innovative Learning,24,4,Beginner,In-person,Python
170,student 5451,11,United Arab Emirates,Male,Middle school (10-13),English Language Private School,Music,1,Robotics,96,3,Beginner,In-person,Game Development
1443,student 5452,6,Nigeria,Male,Elementary school (5-9),Gulf Indian High School,Sports,16,Game Development with Unity,24,3,Beginner,Online,Robotics Innovative Learning
581,student 5453,5,Egypt,Male,Elementary school (5-9),Gulf Indian High School,Science,35,Young Web Developer,48,4,Beginner,Online,Robotics Innovative Learning
1175,student 5454,11,Ukraine,Female,Middle school (10-13),Gulf Indian High School,Science,26,Internet of Things,48,3,Proficiency,Online,Game Development
2844,student 5455,5,Korea,Male,Elementary school (5-9),Gulf Indian High School,Technology,44,App Design and Development,24,4,Intermediate,Online,Game Development
758,student 5456,11,China,Male,Middle school (10-13),English Language Private School,Sports,3,Artificial Intelligence,24,4,Beginner,Online,Coding for kids
2570,student 5457,11,India,Female,Middle school (10-13),English Language Private School,Sports,21,Technology Onsite,48,3,Beginner,In-person,Technology Innovative Learning
558,student 5458,8,Palestine,Male,Elementary school (5-9),English Language Private School,Mathematics,17,3D Designing & Modelling,8,4,Beginner,Online,3D Designing
2715,student 5459,8,Cook Islands,Male,Elementary school (5-9),Gulf Indian High School,Technology,3,Artificial Intelligence,48,3,Applied Tech,Online,Graphics Designing
2560,student 5461,5,Ukraine,Male,Elementary school (5-9),Gulf Indian High School,Sports,50,Young Designer,24,4,Intermediate,Online,Python
2081,student 5463,5,Singapore,Female,Elementary school (5-9),Gulf Indian High School,Technology,4,Technology Innovative Learning,96,4,Applied Tech,Hybrid,Technology Innovative Learning
2275,student 5464,5,Poland,Male,Elementary school (5-9),Gulf Indian High School,Sports,36,JAVA Programming,24,5,Applied Tech,Online,Python
1636,student 5465,5,Venezuela,Male,Elementary school (5-9),Gulf Indian High School,Science,25,Artificial Intelligence and Machine Learning,48,4,Intermediate,Online,Coding for kids
1368,student 5466,5,Ireland,Female,Elementary school (5-9),Gulf Indian High School,Art,7,Virtual Reality,24,3,Beginner,Hybrid,Robotics Innovative Learning
1484,student 5467,8,Palestine,Male,Elementary school (5-9),Gulf Indian High School,Mathematics,9,Artificial Intelligence for Non Programmers,48,3,Intermediate,Hybrid,Graphics Designing
2419,student 5468,8,Canada,Female,Elementary school (5-9),Gulf Indian High School,Sports,10,LEGO Robotics,96,3,Proficiency,Online,Robotics Innovative Learning
1157,student 5469,11,Korea,Female,Middle school (10-13),Gulf Indian High School,Music,27,Young Innovator,24,3,Proficiency,In-person,App Development
815,student 5471,6,United States,Female,Elementary school (5-9),Gulf Indian High School,Art,16,Game Development with Unity,24,5,Beginner,Online,Technology Innovative Learning
748,student 5473,11,Pakistan,Female,Middle school (10-13),Gulf Indian High School,Mathematics,22,Data Science,48,3,Proficiency,Online,AI
977,student 5474,5,Afghanistan,Female,Elementary school (5-9),Gulf Indian High School,Art,28,Virtual Robotics & Mechatronics,48,4,Applied Tech,Hybrid,Coding for kids
1827,student 5475,8,Bahrain,Female,Elementary school (5-9),Gulf Indian High School,Sports,46,3D Designing,48,3,Applied Tech,Hybrid,Python
987,student 5476,11,Pakistan,Female,Middle school (10-13),Gulf Indian High School,Music,8,Drone Technology,48,4,Intermediate,Hybrid,AI
2573,student 5477,11,Jordan,Female,Middle school (10-13),Gulf Indian High School,Sports,27,Young Innovator,48,4,Beginner,Online,Graphics Designing
2994,student 5479,9,Oman,Male,Elementary school (5-9),English Language Private School,Technology,10,LEGO Robotics,48,3,Intermediate,Online,App Development
224,student 5480,5,Singapore,Female,Elementary school (5-9),Gulf Indian High School,Technology,0,Robotics Innovative Learning,24,5,Proficiency,In-person,Python
1434,student 5481,11,United Arab Emirates,Male,Middle school (10-13),Al majd international school,Science,1,Robotics,24,5,Proficiency,Hybrid,Technology Innovative Learning
868,student 5482,5,Uganda,Female,Elementary school (5-9),Gulf Indian High School,Technology,45,Young Entrepreneur,24,3,Applied Tech,Online,App Development
2760,student 5484,11,Armenia,Female,Middle school (10-13),English Language Private School,Art,2,Python Programming,8,5,Intermediate,Hybrid,Technology Innovative Learning
1366,student 5485,10,Syria,Female,Middle school (10-13),Gulf Indian High School,Science,1,Robotics,24,4,Beginner,In-person,AI
1902,student 5487,16,United Arab Emirates,Male,High school/College (14+),International school of Choueifat,Technology,1,Robotics,24,3,Applied Tech,Online,3D Designing
1688,student 5488,9,Ireland,Female,Elementary school (5-9),Gulf Indian High School,Technology,1,Robotics,24,4,Proficiency,In-person,AI
1291,student 5489,6,Singapore,Female,Elementary school (5-9),Gulf Indian High School,Technology,33,Young Product Designer,24,3,Beginner,Hybrid,AI
2791,student 5491,11,Kuwait,Male,Middle school (10-13),English Language Private School,Technology,26,Internet of Things,24,3,Applied Tech,In-person,Game Development
1702,student 5493,6,Jordan,Female,Elementary school (5-9),Gulf Indian High School,Music,40,Microsoft Arcade,24,4,Intermediate,Hybrid,Graphics Designing
2560,student 5494,14,UK,Male,High school/College (14+),English Language Private School,Music,20,Young Game Developer,48,4,Intermediate,Hybrid,AI
146,student 5495,5,Poland,Female,Elementary school (5-9),Gulf Indian High School,Mathematics,1,Robotics,24,4,Beginner,Online,App Development
1311,student 5497,6,Syria,Male,Elementary school (5-9),Gulf Indian High School,Technology,33,Young Product Designer,24,3,Beginner,In-person,Technology Innovative Learning
604,student 5498,11,Egypt,Male,Middle school (10-13),Gulf Indian High School,Music,45,Young Entrepreneur,48,5,Beginner,In-person,Python
2224,student 5499,6,Canada,Female,Elementary school (5-9),Gulf Indian High School,Art,16,Game Development with Unity,24,4,Beginner,In-person,Graphics Designing
2093,student 5500,9,Uganda,Male,Elementary school (5-9),Gulf Indian High School,Music,42,Augmented & Virtual Reality,48,4,Applied Tech,In-person,Graphics Designing
621,student 5501,6,IndiaSpain,Female,Elementary school (5-9),Gulf Indian High School,Sports,29,Web Development,48,3,Proficiency,Hybrid,Python
1899,student 5503,10,Pakistan,Female,Middle school (10-13),English Language Private School,Art,48,Drone Technology & Aerodynamics,24,4,Beginner,Online,Python
1332,student 5504,11,KSA,Male,Middle school (10-13),Gulf Indian High School,Music,3,Artificial Intelligence,48,4,Intermediate,Online,Robotics Innovative Learning
1064,student 5505,12,United Arab Emirates,Female,Middle school (10-13),JSS PRIVATE SCHOOL,Technology,1,Robotics,96,4,Proficiency,Hybrid,Python
2151,student 5506,6,Malaysia,Male,Elementary school (5-9),Gulf Indian High School,Mathematics,41,Young Honcho,48,3,Intermediate,In-person,Coding for kids
1420,student 5508,6,Jordan,Female,Elementary school (5-9),Gulf Indian High School,Sports,13,Young App Developer,24,4,Applied Tech,In-person,AI
377,student 5509,6,Ireland,Female,Elementary school (5-9),Gulf Indian High School,Sports,39,Young Data Scientist,8,5,Intermediate,Hybrid,Coding for kids
1421,student 5510,11,Cameroon,Female,Middle school (10-13),English Language Private School,Science,49,Coding For kids,48,4,Intermediate,Online,Robotics Innovative Learning
722,student 5511,11,Saudi Arabia,Female,Middle school (10-13),English Language Private School,Technology,4,Technology Innovative Learning,8,5,Beginner,In-person,App Development
1736,student 5512,9,India,Male,Elementary school (5-9),Gulf Indian High School,Science,4,Technology Innovative Learning,24,4,Beginner,In-person,Robotics Innovative Learning
2491,student 5514,11,Oman,Male,Middle school (10-13),English Language Private School,Music,4,Technology Innovative Learning,48,3,Beginner,Hybrid,3D Designing
1917,student 5515,8,Armenia,Female,Elementary school (5-9),Gulf Indian High School,Art,16,Game Development with Unity,24,4,Applied Tech,Hybrid,Game Development
2369,student 5517,10,Qatar,Female,Middle school (10-13),Gulf Indian High School,Music,18,Graphic Designing,24,4,Beginner,Online,3D Designing
949,student 5518,11,Saudi Arabia,Female,Middle school (10-13),English Language Private School,Music,1,Robotics,48,4,Applied Tech,Online,Game Development
1847,student 5519,11,United Arab Emirates,Male,Middle school (10-13),English Language Private School,Music,4,Technology Innovative Learning,24,3,Proficiency,Hybrid,Coding for kids
404,student 5520,6,Pakistan,Female,Elementary school (5-9),Gulf Indian High School,Art,11,VEX Robotics,48,4,Intermediate,In-person,Robotics Innovative Learning
2998,student 5521,9,Srilanka,Female,Elementary school (5-9),Gulf Indian High School,Music,23,Virtual Robotics,8,3,Beginner,In-person,Graphics Designing
2409,student 5523,11,New Zealand,Male,Middle school (10-13),English Language Private School,Music,8,Drone Technology,24,4,Proficiency,Hybrid,Python
1811,student 5524,11,USA,Female,Middle school (10-13),English Language Private School,Mathematics,1,Robotics,48,3,Beginner,In-person,Coding for kids
2797,student 5525,10,New Zealand,Female,Middle school (10-13),Gulf Indian High School,Science,9,Artificial Intelligence for Non Programmers,8,3,Applied Tech,Online,App Development
1715,student 5526,10,Ireland,Male,Middle school (10-13),English Language Private School,Technology,18,Graphic Designing,48,4,Beginner,In-person,Robotics Innovative Learning
2544,student 5527,9,Palestine,Male,Elementary school (5-9),Gulf Indian High School,Art,28,Virtual Robotics & Mechatronics,96,4,Proficiency,In-person,Game Development
1682,student 5528,6,Oman,Female,Elementary school (5-9),Gulf Indian High School,Science,29,Web Development,48,3,Applied Tech,In-person,Python
849,student 5529,11,Pakistan,Female,Middle school (10-13),Gulf Indian High School,Sports,7,Virtual Reality,48,5,Intermediate,In-person,AI
2926,student 5530,6,India,Male,Elementary school (5-9),Gulf Indian High School,Music,7,Virtual Reality,48,5,Intermediate,Hybrid,AI
2805,student 5531,5,Oman,Male,Elementary school (5-9),Gulf Indian High School,Sports,46,3D Designing,8,4,Applied Tech,In-person,Technology Innovative Learning
1241,student 5532,9,Malaysia,Male,Elementary school (5-9),English Language Private School,Art,1,Robotics,96,3,Proficiency,In-person,3D Designing
1828,student 5533,9,Uruguay,Male,Elementary school (5-9),English Language Private School,Science,44,App Design and Development,48,3,Proficiency,Hybrid,App Development
456,student 5534,6,Syria,Female,Elementary school (5-9),Gulf Indian High School,Art,1,Robotics,48,4,Beginner,In-person,Coding for kids
2950,student 5536,7,Iran (Islamic Republic of),Female,Elementary school (5-9),Gulf Indian High School,Music,10,LEGO Robotics,8,3,Beginner,Online,Python
796,student 5537,5,United Arab Emirates,Male,Elementary school (5-9),Gulf Indian High School,Music,25,Artificial Intelligence and Machine Learning,48,3,Beginner,Online,App Development
2618,student 5538,7,Uruguay,Male,Elementary school (5-9),Gulf Indian High School,Art,17,3D Designing & Modelling,48,4,Beginner,Online,Graphics Designing
2485,student 5539,12,Kuwait,Female,Middle school (10-13),Gulf Indian High School,Sports,5,Game and App Development,48,5,Proficiency,In-person,Game Development
716,student 5540,11,UAE,Male,Middle school (10-13),English Language Private School,Art,47,Artificial Intelligence of Things,96,4,Proficiency,Online,Coding for kids
2245,student 5542,8,Syria,Female,Elementary school (5-9),Gulf Indian High School,Art,23,Virtual Robotics,24,4,Intermediate,Hybrid,Graphics Designing
905,student 5543,9,India,Female,Elementary school (5-9),Gulf Indian High School,Sports,1,Robotics,24,3,Proficiency,Hybrid,Technology Innovative Learning
2322,student 5545,8,Uganda,Female,Elementary school (5-9),Gulf Indian High School,Sports,3,Artificial Intelligence,24,3,Proficiency,Hybrid,AI
1619,student 5546,11,Oman,Female,Middle school (10-13),Gulf Indian High School,Music,45,Young Entrepreneur,48,3,Proficiency,Hybrid,AI
847,student 5547,10,Iraq,Male,Middle school (10-13),Gulf Indian High School,Mathematics,2,Python Programming,24,4,Applied Tech,In-person,3D Designing
1899,student 5549,9,Srilanka,Female,Elementary school (5-9),English Language Private School,Music,1,Robotics,8,3,Beginner,Hybrid,AI
812,student 5550,5,Saudi Arabia,Female,Elementary school (5-9),Gulf Indian High School,Science,19,Young Coder,48,3,Applied Tech,In-person,AI
2880,student 5551,6,Oman,Male,Elementary school (5-9),Gulf Indian High School,Science,10,LEGO Robotics,96,3,Proficiency,In-person,App Development
2471,student 5552,5,Canada,Male,Elementary school (5-9),Gulf Indian High School,Music,2,Python Programming,8,4,Proficiency,Online,3D Designing
887,student 5553,11,India,Male,Middle school (10-13),English Language Private School,Sports,25,Artificial Intelligence and Machine Learning,24,4,Beginner,In-person,Coding for kids
235,student 5554,6,New Zealand,Male,Elementary school (5-9),Gulf Indian High School,Sports,36,JAVA Programming,24,4,Intermediate,Hybrid,Game Development
1895,student 5555,8,Pakistan,Female,Elementary school (5-9),English Language Private School,Mathematics,47,Artificial Intelligence of Things,48,5,Beginner,Hybrid,Python
2482,student 5556,10,Qatar,Female,Middle school (10-13),English Language Private School,Science,25,Artificial Intelligence and Machine Learning,24,3,Beginner,In-person,Game Development
230,student 5557,8,Cook Islands,Male,Elementary school (5-9),English Language Private School,Art,43,App Development,24,3,Intermediate,Online,Robotics Innovative Learning
115,student 5558,6,Russia,Male,Elementary school (5-9),Gulf Indian High School,Science,14,Scratch Coding,24,4,Proficiency,Online,Robotics Innovative Learning
1562,student 5560,6,New Zealand,Male,Elementary school (5-9),Gulf Indian High School,Music,1,Robotics,24,4,Applied Tech,Online,Robotics Innovative Learning
1174,student 5562,8,China,Male,Elementary school (5-9),English Language Private School,Mathematics,35,Young Web Developer,8,4,Applied Tech,Hybrid,Coding for kids
300,student 5565,11,Pakistan,Male,Middle school (10-13),Gulf Indian High School,Music,7,Virtual Reality,48,4,Intermediate,In-person,Technology Innovative Learning
832,student 5567,7,Syria,Male,Elementary school (5-9),Gulf Indian High School,Music,30,Young Designer Program,24,3,Applied Tech,In-person,Coding for kids
985,student 5568,6,Armenia,Female,Elementary school (5-9),Gulf Indian High School,Sports,42,Augmented & Virtual Reality,24,3,Proficiency,Online,Robotics Innovative Learning
364,student 5571,9,Cook Islands,Female,Elementary school (5-9),Gulf Indian High School,Sports,33,Young Product Designer,96,4,Proficiency,Hybrid,App Development
1402,student 5574,6,Saudi Arabia,Male,Elementary school (5-9),Gulf Indian High School,Art,4,Technology Innovative Learning,48,3,Proficiency,In-person,Game Development
1580,student 5575,9,Russia,Female,Elementary school (5-9),Gulf Indian High School,Sports,32,Programming,24,3,Proficiency,In-person,Robotics Innovative Learning
1606,student 5576,8,Saudi Arabia,Male,Elementary school (5-9),Gulf Indian High School,Music,28,Virtual Robotics & Mechatronics,48,5,Applied Tech,In-person,Graphics Designing
46,student 5577,10,Armenia,Female,Middle school (10-13),English Language Private School,Art,45,Young Entrepreneur,24,4,Proficiency,Online,AI
2658,student 5578,6,Afghanistan,Female,Elementary school (5-9),Gulf Indian High School,Technology,26,Internet of Things,48,4,Beginner,Hybrid,Python
1485,student 5579,5,Bahrain,Male,Elementary school (5-9),Gulf Indian High School,Sports,1,Robotics,48,4,Beginner,In-person,Coding for kids
2274,student 5580,8,Jordan,Male,Elementary school (5-9),English Language Private School,Art,24,Coding For Kids,8,3,Intermediate,Online,Robotics Innovative Learning
2272,student 5581,9,Afghanistan,Male,Elementary school (5-9),English Language Private School,Science,17,3D Designing & Modelling,48,5,Applied Tech,Online,Python
2289,student 5582,8,Russia,Male,Elementary school (5-9),English Language Private School,Music,9,Artificial Intelligence for Non Programmers,48,4,Applied Tech,Online,Python
2492,student 5583,9,Canada,Female,Elementary school (5-9),Gulf Indian High School,Mathematics,13,Young App Developer,8,4,Proficiency,Online,Game Development
126,student 5584,5,Bahrain,Male,Elementary school (5-9),Gulf Indian High School,Science,25,Artificial Intelligence and Machine Learning,8,3,Applied Tech,Hybrid,Robotics Innovative Learning
538,student 5585,5,Egypt,Female,Elementary school (5-9),Gulf Indian High School,Technology,18,Graphic Designing,8,5,Proficiency,Hybrid,Game Development
2820,student 5586,10,Cuba,Male,Middle school (10-13),English Language Private School,Technology,1,Robotics,48,4,Beginner,In-person,App Development
2591,student 5587,5,Egypt,Male,Elementary school (5-9),Gulf Indian High School,Technology,7,Virtual Reality,48,3,Proficiency,Online,Game Development
718,student 5588,5,Kuwait,Male,Elementary school (5-9),Gulf Indian High School,Mathematics,3,Artificial Intelligence,24,4,Intermediate,In-person,App Development
2234,student 5589,5,Ireland,Female,Elementary school (5-9),Gulf Indian High School,Science,23,Virtual Robotics,24,3,Applied Tech,Online,AI
1600,student 5590,8,Switzerland,Male,Elementary school (5-9),Gulf Indian High School,Science,3,Artificial Intelligence,48,4,Beginner,Online,Game Development
2522,student 5591,5,Taiwan,Female,Elementary school (5-9),Gulf Indian High School,Music,3,Artificial Intelligence,24,5,Applied Tech,Online,Python
2293,student 5592,8,Saudi Arabia,Male,Elementary school (5-9),Gulf Indian High School,Art,1,Robotics,48,3,Beginner,Online,Graphics Designing
2521,student 5594,12,USA,Female,Middle school (10-13),Gulf Indian High School,Mathematics,25,Artificial Intelligence and Machine Learning,24,4,Beginner,Online,Python
1554,student 5595,7,Jordan,Female,Elementary school (5-9),Gulf Indian High School,Technology,23,Virtual Robotics,48,4,Intermediate,Online,Robotics Innovative Learning
2333,student 5596,6,Canada,Female,Elementary school (5-9),Gulf Indian High School,Technology,24,Coding For Kids,24,3,Applied Tech,In-person,3D Designing
223,student 5597,11,Egypt,Female,Middle school (10-13),Gulf Indian High School,Sports,34,Game Combat Championship,48,5,Intermediate,Hybrid,Game Development
2057,student 5598,11,Venezuela,Male,Middle school (10-13),Gulf Indian High School,Technology,35,Young Web Developer,96,5,Beginner,Online,Technology Innovative Learning
2872,student 5599,9,Taiwan,Male,Elementary school (5-9),Gulf Indian High School,Technology,1,Robotics,8,5,Proficiency,Hybrid,AI
945,student 5600,6,India,Female,Elementary school (5-9),Gulf Indian High School,Mathematics,1,Robotics,24,4,Intermediate,In-person,Technology Innovative Learning
2802,student 5601,6,India,Female,Elementary school (5-9),Gulf Indian High School,Mathematics,0,Robotics Innovative Learning,48,4,Intermediate,In-person,Coding for kids
585,student 5602,6,Cook Islands,Female,Elementary school (5-9),Gulf Indian High School,Sports,19,Young Coder,96,5,Applied Tech,Online,App Development
2929,student 5603,12,Bahrain,Female,Middle school (10-13),English Language Private School,Science,3,Artificial Intelligence,96,3,Proficiency,Hybrid,3D Designing
2971,student 5604,12,Uruguay,Female,Middle school (10-13),English Language Private School,Art,19,Young Coder,96,5,Applied Tech,Hybrid,3D Designing
2544,student 5605,6,New Zealand,Female,Elementary school (5-9),Gulf Indian High School,Music,29,Web Development,48,4,Beginner,In-person,3D Designing
1058,student 5606,9,New Zealand,Female,Elementary school (5-9),English Language Private School,Music,3,Artificial Intelligence,48,4,Proficiency,In-person,Robotics Innovative Learning
494,student 5607,6,Korea,Female,Elementary school (5-9),Gulf Indian High School,Music,38,Game Development,48,4,Applied Tech,In-person,Coding for kids
1778,student 5608,9,Bahrain,Male,Elementary school (5-9),English Language Private School,Science,28,Virtual Robotics & Mechatronics,48,4,Beginner,In-person,Python
378,student 5609,9,India,Female,Elementary school (5-9),English Language Private School,Science,10,LEGO Robotics,8,4,Intermediate,Hybrid,AI
2084,student 5610,6,China,Male,Elementary school (5-9),Gulf Indian High School,Music,26,Internet of Things,48,3,Beginner,Online,Robotics Innovative Learning
1133,student 5611,5,Afghanistan,Male,Elementary school (5-9),English Language Private School,Science,4,Technology Innovative Learning,96,5,Applied Tech,Online,Game Development
922,student 5612,5,Afghanistan,Male,Elementary school (5-9),Gulf Indian High School,Art,47,Artificial Intelligence of Things,24,5,Proficiency,Hybrid,Game Development
