student_id,student_name,age,nationality,education,school,field_of_interest,course_id,course_name,session,course_rating,difficulty_level,modes_of_learning
2275,student 4839,11,KSA,Middle school (10-13),Gulf Indian High School,Technology,3,Artificial Intelligence,96,4,Proficiency,In-person
774,student 4840,8,New Zealand,Elementary school (5-9),English Language Private School,Mathematics,28,Young Designer,48,3,Applied Tech,In-person
2727,student 4841,11,Poland,Middle school (10-13),Gulf Indian High School,Science,7,Virtual Reality,8,5,Proficiency,In-person
3508,student 4842,12,New Zealand,Middle school (10-13),Gulf Indian High School,Mathematics,1,Robotics,48,4,Beginner,Online
1815,student 4843,10,Bosnia and Herzegovina,Middle school (10-13),Gulf Indian High School,Sports,4,Technology Innovative Learning,96,5,Intermediate,Hybrid
2649,student 4844,11,Venezuela,Middle school (10-13),Gulf Indian High School,Mathematics,25,Young Innovator,48,5,Intermediate,In-person
2427,student 4845,11,New Zealand,Middle school (10-13),Gulf Indian High School,Mathematics,24,Internet of Things,24,4,Intermediate,In-person
1202,student 4846,7,Bosnia and Herzegovina,Elementary school (5-9),Gulf Indian High School,Art,31,Young Product Designer,24,4,Intermediate,In-person
1451,student 4847,7,China,Elementary school (5-9),Gulf Indian High School,Technology,1,Robotics,24,5,Intermediate,Hybrid
3987,student 4848,7,United States,Elementary school (5-9),Gulf Indian High School,Technology,16,3D Designing & Modelling,8,4,Proficiency,In-person
2757,student 4849,7,Iran (Islamic Republic of),Elementary school (5-9),Gulf Indian High School,Mathematics,1,Robotics,8,5,Applied Tech,Hybrid
307,student 4850,8,USA,Elementary school (5-9),Gulf Indian High School,Music,1,Robotics,96,3,Intermediate,Hybrid
779,student 4852,6,Cuba,Elementary school (5-9),Gulf Indian High School,Mathematics,21,Virtual Robotics,24,3,Applied Tech,Hybrid
2552,student 4853,6,Afghanistan,Elementary school (5-9),Gulf Indian High School,Technology,42,Young Entrepreneur,24,3,Intermediate,In-person
2316,student 4854,12,Srilanka,Middle school (10-13),Gulf Indian High School,Music,32,Game Development,24,4,Intermediate,Hybrid
3658,student 4855,11,Cook Islands,Middle school (10-13),Gulf Indian High School,Sports,37,Microsoft Arcade,8,3,Proficiency,In-person
8,student 4856,11,Malaysia,Middle school (10-13),Gulf Indian High School,Mathematics,2,Python Programming,24,3,Beginner,Online
3992,student 4857,11,Cook Islands,Middle school (10-13),Gulf Indian High School,Sports,27,Web Development,48,3,Applied Tech,In-person
2556,student 4858,11,Bahrain,Middle school (10-13),Gulf Indian High School,Mathematics,21,Virtual Robotics,24,5,Proficiency,Hybrid
476,student 4861,8,Afghanistan,Elementary school (5-9),English Language Private School,Music,32,Game Development,48,4,Applied Tech,Online
1321,student 4862,7,India,Elementary school (5-9),Gulf Indian High School,Science,11,VEX Robotics,48,5,Intermediate,Online
2212,student 4864,7,Afghanistan,Elementary school (5-9),Gulf Indian High School,Mathematics,1,Robotics,48,5,Applied Tech,Hybrid
485,student 4865,7,Srilanka,Elementary school (5-9),Gulf Indian High School,Technology,15,Game Development with Unity,48,5,Proficiency,Online
3669,student 4867,5,Ukraine,Elementary school (5-9),Gulf Indian High School,Technology,26,Virtual Robotics & Mechatronics,48,3,Beginner,Online
3144,student 4870,7,India,Elementary school (5-9),Gulf Indian High School,Science,1,Robotics,8,3,Beginner,In-person
2615,student 4873,9,Bosnia and Herzegovina,Elementary school (5-9),English Language Private School,Science,4,Technology Innovative Learning,24,4,Applied Tech,Hybrid
905,student 4874,9,Poland,Elementary school (5-9),English Language Private School,Sports,3,Artificial Intelligence,48,3,Applied Tech,In-person
559,student 4875,6,Canada,Elementary school (5-9),Gulf Indian High School,Science,8,Drone Technology,48,5,Beginner,In-person
3983,student 4876,9,India,Elementary school (5-9),English Language Private School,Mathematics,1,Robotics,48,5,Intermediate,Online
1968,student 4878,11,Pakistan,Middle school (10-13),Gulf Indian High School,Art,34,JAVA Programming,24,4,Applied Tech,In-person
2286,student 4879,11,Venezuela,Middle school (10-13),Gulf Indian High School,Music,1,Robotics,48,4,Intermediate,Online
1128,student 4880,8,India,Elementary school (5-9),English Language Private School,Science,1,Robotics,48,5,Proficiency,In-person
1234,student 4881,10,Bahrain,Middle school (10-13),English Language Private School,Technology,32,Game Development,48,4,Proficiency,Hybrid
2602,student 4882,10,Pakistan,Middle school (10-13),Gulf Indian High School,Mathematics,2,Python Programming,96,4,Beginner,Online
2876,student 4883,10,Singapore,Middle school (10-13),Gulf Indian High School,Technology,37,Microsoft Arcade,24,3,Beginner,Online
468,student 4884,8,India,Elementary school (5-9),English Language Private School,Science,3,Artificial Intelligence,48,4,Applied Tech,Online
3526,student 4885,12,Pakistan,Middle school (10-13),Gulf Indian High School,Art,0,Robotics Innovative Learning,48,3,Proficiency,In-person
3340,student 4886,8,Kuwait,Elementary school (5-9),English Language Private School,Art,5,Game and App Development,48,4,Intermediate,In-person
2434,student 4887,6,USA,Elementary school (5-9),Gulf Indian High School,Science,41,App Design and Development,48,3,Beginner,Hybrid
2823,student 4888,6,IndiaSpain,Elementary school (5-9),Gulf Indian High School,Art,38,Young Honcho,48,5,Beginner,Hybrid
848,student 4890,6,United Arab Emirates,Elementary school (5-9),Gulf Indian High School,Technology,22,Coding For Kids,48,4,Intermediate,Hybrid
2435,student 4892,6,IndiaSpain,Elementary school (5-9),Gulf Indian High School,Sports,1,Robotics,24,4,Proficiency,Online
2925,student 4893,6,USA,Elementary school (5-9),Gulf Indian High School,Sports,3,Artificial Intelligence,48,5,Intermediate,In-person
259,student 4895,5,United Arab Emirates,Elementary school (5-9),Gulf Indian High School,Technology,0,Robotics Innovative Learning,48,5,Intermediate,In-person
283,student 4896,5,Srilanka,Elementary school (5-9),Gulf Indian High School,Mathematics,1,Robotics,24,3,Proficiency,In-person
1650,student 4897,5,India,Elementary school (5-9),Gulf Indian High School,Art,17,Graphic Designing,24,3,Proficiency,Hybrid
1899,student 4898,11,Singapore,Middle school (10-13),Gulf Indian High School,Science,1,Robotics,24,3,Proficiency,In-person
40,student 4899,11,IndiaSpain,Middle school (10-13),Gulf Indian High School,Sports,10,LEGO Robotics,24,4,Proficiency,Hybrid
2534,student 4901,5,Afghanistan,Elementary school (5-9),Gulf Indian High School,Music,32,Game Development,96,4,Beginner,In-person
2977,student 4902,12,Taiwan,Middle school (10-13),Gulf Indian High School,Technology,32,Game Development,24,5,Applied Tech,Online
2268,student 4903,5,Turkey,Elementary school (5-9),Gulf Indian High School,Sports,3,Artificial Intelligence,8,5,Beginner,In-person
3201,student 4906,11,Egypt,Middle school (10-13),Gulf Indian High School,Music,29,3D Designing and Printing,96,3,Applied Tech,In-person
1015,student 4907,6,Nigeria,Elementary school (5-9),Gulf Indian High School,Science,34,JAVA Programming,24,3,Applied Tech,Online
3072,student 4908,11,Qatar,Middle school (10-13),Gulf Indian High School,Science,17,Graphic Designing,8,4,Intermediate,Online
3592,student 4911,8,United States,Elementary school (5-9),English Language Private School,Mathematics,10,LEGO Robotics,48,4,Intermediate,Online
613,student 4912,11,Palestine,Middle school (10-13),Gulf Indian High School,Music,2,Python Programming,48,4,Intermediate,In-person
2976,student 4913,8,Canada,Elementary school (5-9),Gulf Indian High School,Technology,8,Drone Technology,48,3,Beginner,In-person
1916,student 4914,11,Turkey,Middle school (10-13),Gulf Indian High School,Science,32,Game Development,48,4,Beginner,Hybrid
688,student 4915,6,Poland,Elementary school (5-9),Gulf Indian High School,Sports,26,Virtual Robotics & Mechatronics,48,4,Applied Tech,Online
3691,student 4916,6,IndiaSpain,Elementary school (5-9),Gulf Indian High School,Technology,39,Augmented & Virtual Reality,96,4,Proficiency,Online
613,student 4919,11,Ireland,Middle school (10-13),Gulf Indian High School,Mathematics,44,Artificial Intelligence of Things,24,5,Proficiency,Hybrid
2308,student 4921,6,Taiwan,Elementary school (5-9),Gulf Indian High School,Music,7,Virtual Reality,24,5,Beginner,Hybrid
3038,student 4922,11,Malaysia,Middle school (10-13),Gulf Indian High School,Science,35,Electronics for Kids,48,3,Beginner,Hybrid
3014,student 4924,6,Iraq,Elementary school (5-9),Gulf Indian High School,Mathematics,2,Python Programming,8,3,Beginner,Online
2414,student 4925,6,Russia,Elementary school (5-9),Gulf Indian High School,Art,7,Virtual Reality,48,4,Proficiency,In-person
1782,student 4927,11,Afghanistan,Middle school (10-13),Gulf Indian High School,Technology,3,Artificial Intelligence,96,3,Beginner,Hybrid
1811,student 4929,11,Saudi Arabia,Middle school (10-13),Gulf Indian High School,Science,29,3D Designing and Printing,8,4,Proficiency,In-person
2592,student 4930,11,Korea,Middle school (10-13),Gulf Indian High School,Art,10,LEGO Robotics,24,4,Proficiency,Hybrid
2697,student 4932,5,Bosnia and Herzegovina,Elementary school (5-9),Gulf Indian High School,Science,40,App Development,48,4,Applied Tech,Hybrid
1548,student 4935,11,UAE,Middle school (10-13),Gulf Indian High School,Technology,0,Robotics Innovative Learning,48,3,Intermediate,Online
1931,student 4936,11,India,Middle school (10-13),Gulf Indian High School,Mathematics,30,Programming,24,4,Intermediate,In-person
2862,student 4937,10,Nigeria,Middle school (10-13),Gulf Indian High School,Mathematics,34,JAVA Programming,48,3,Intermediate,In-person
3959,student 4938,11,Poland,Middle school (10-13),Gulf Indian High School,Sports,14,Data Analysis with Python,48,4,Applied Tech,Hybrid
3088,student 4939,10,Canada,Middle school (10-13),English Language Private School,Science,24,Internet of Things,24,3,Proficiency,In-person
1153,student 4940,11,Armenia,Middle school (10-13),Gulf Indian High School,Sports,32,Game Development,8,3,Beginner,In-person
575,student 4941,10,Cuba,Middle school (10-13),English Language Private School,Technology,25,Young Innovator,24,3,Proficiency,Hybrid
3181,student 4942,9,Saudi Arabia,Elementary school (5-9),English Language Private School,Technology,3,Artificial Intelligence,48,5,Applied Tech,In-person
1911,student 4943,5,Uganda,Elementary school (5-9),Gulf Indian High School,Science,28,Young Designer,24,5,Applied Tech,Online
1013,student 4944,10,Qatar,Middle school (10-13),English Language Private School,Science,1,Robotics,48,5,Beginner,Online
3605,student 4945,9,Srilanka,Elementary school (5-9),English Language Private School,Mathematics,9,Artificial Intelligence for Non Programmers,24,4,Applied Tech,In-person
670,student 4946,8,Uruguay,Elementary school (5-9),Gulf Indian High School,Music,17,Graphic Designing,8,3,Applied Tech,In-person
269,student 4947,17,Korea,High school/College (14+),Gulf Indian High School,Sports,1,Robotics,48,4,Beginner,In-person
3234,student 4948,10,IndiaSpain,Middle school (10-13),Gulf Indian High School,Mathematics,0,Robotics Innovative Learning,48,4,Intermediate,Online
1284,student 4949,17,Srilanka,High school/College (14+),Gulf Indian High School,Art,22,Coding For Kids,24,3,Intermediate,In-person
924,student 4950,6,Singapore,Elementary school (5-9),Gulf Indian High School,Art,14,Data Analysis with Python,24,4,Applied Tech,Online
1126,student 4952,12,Venezuela,Middle school (10-13),Gulf Indian High School,Art,1,Robotics,24,3,Proficiency,Hybrid
1530,student 4953,7,Korea,Elementary school (5-9),Gulf Indian High School,Art,21,Virtual Robotics,8,4,Proficiency,In-person
1759,student 4955,6,Malaysia,Elementary school (5-9),Gulf Indian High School,Art,11,VEX Robotics,48,4,Beginner,In-person
1595,student 4956,10,Poland,Middle school (10-13),Gulf Indian High School,Mathematics,44,Artificial Intelligence of Things,24,4,Intermediate,Online
247,student 4957,10,India,Middle school (10-13),Gulf Indian High School,Sports,38,Young Honcho,24,4,Intermediate,In-person
3712,student 4958,9,Iraq,Elementary school (5-9),English Language Private School,Science,1,Robotics,48,5,Proficiency,In-person
3867,student 4959,6,Egypt,Elementary school (5-9),Gulf Indian High School,Science,0,Robotics Innovative Learning,24,5,Applied Tech,In-person
3909,student 4960,10,Armenia,Middle school (10-13),English Language Private School,Technology,44,Artificial Intelligence of Things,8,3,Applied Tech,Online
1561,student 4961,5,Jordan,Elementary school (5-9),Gulf Indian High School,Technology,4,Technology Innovative Learning,48,5,Beginner,Online
2179,student 4962,11,Cook Islands,Middle school (10-13),Gulf Indian High School,Sports,6,Graphic Designing & Animation,48,4,Intermediate,Hybrid
2401,student 4963,8,United Arab Emirates,Elementary school (5-9),English Language Private School,Technology,9,Artificial Intelligence for Non Programmers,24,3,Applied Tech,Online
2244,student 4964,12,Switzerland,Middle school (10-13),Gulf Indian High School,Mathematics,41,App Design and Development,24,3,Beginner,In-person
3865,student 4965,10,Ireland,Middle school (10-13),English Language Private School,Music,20,Data Science,8,4,Applied Tech,In-person
1940,student 4966,10,Ukraine,Middle school (10-13),English Language Private School,Sports,32,Game Development,48,4,Proficiency,In-person
930,student 4967,10,India,Middle school (10-13),English Language Private School,Science,10,LEGO Robotics,24,4,Beginner,In-person
3738,student 4968,8,New Zealand,Elementary school (5-9),English Language Private School,Technology,40,App Development,96,5,Applied Tech,Hybrid
3454,student 4969,8,KSA,Elementary school (5-9),English Language Private School,Sports,1,Robotics,24,4,Applied Tech,Online
3070,student 4970,6,Turkey,Elementary school (5-9),Gulf Indian High School,Mathematics,35,Electronics for Kids,24,3,Intermediate,Hybrid
2693,student 4971,10,Srilanka,Middle school (10-13),Gulf Indian High School,Art,1,Robotics,24,3,Proficiency,Hybrid
227,student 4972,5,Venezuela,Elementary school (5-9),Gulf Indian High School,Sports,38,Young Honcho,8,4,Intermediate,Online
2749,student 4973,11,Oman,Middle school (10-13),Gulf Indian High School,Art,15,Game Development with Unity,48,4,Applied Tech,In-person
3548,student 4974,6,India,Elementary school (5-9),Gulf Indian High School,Mathematics,0,Robotics Innovative Learning,96,3,Applied Tech,In-person
3549,student 4975,10,Bosnia and Herzegovina,Middle school (10-13),English Language Private School,Music,40,App Development,48,4,Applied Tech,Online
265,student 4977,6,Ukraine,Elementary school (5-9),Gulf Indian High School,Art,1,Robotics,48,5,Intermediate,In-person
1396,student 4978,6,UAE,Elementary school (5-9),Gulf Indian High School,Technology,42,Young Entrepreneur,48,3,Intermediate,In-person
3558,student 4979,6,Afghanistan,Elementary school (5-9),Gulf Indian High School,Technology,5,Game and App Development,48,4,Beginner,Hybrid
1458,student 4980,6,New Zealand,Elementary school (5-9),Gulf Indian High School,Art,0,Robotics Innovative Learning,24,3,Intermediate,Online
646,student 4981,6,Uruguay,Elementary school (5-9),Gulf Indian High School,Sports,5,Game and App Development,96,3,Applied Tech,Hybrid
2259,student 4982,6,Iraq,Elementary school (5-9),Gulf Indian High School,Technology,13,Scratch Coding,48,3,Proficiency,Online
3644,student 4983,6,USA,Elementary school (5-9),Gulf Indian High School,Art,23,Artificial Intelligence and Machine Learning,96,5,Beginner,Online
3449,student 4984,12,Uganda,Middle school (10-13),Gulf Indian High School,Sports,1,Robotics,24,3,Proficiency,In-person
1419,student 4987,7,Uruguay,Elementary school (5-9),Gulf Indian High School,Music,23,Artificial Intelligence and Machine Learning,48,5,Applied Tech,In-person
1474,student 4988,9,Armenia,Elementary school (5-9),Gulf Indian High School,Science,3,Artificial Intelligence,24,5,Intermediate,In-person
2991,student 4989,5,United Arab Emirates,Elementary school (5-9),Oaktree Primary School,Music,10,LEGO Robotics,96,5,Applied Tech,Hybrid
1388,student 4990,5,Uganda,Elementary school (5-9),Gulf Indian High School,Mathematics,1,Robotics,48,5,Beginner,Online
1900,student 4991,9,Bosnia and Herzegovina,Elementary school (5-9),Gulf Indian High School,Technology,32,Game Development,24,4,Intermediate,In-person
2505,student 4992,5,Oman,Elementary school (5-9),Gulf Indian High School,Science,3,Artificial Intelligence,48,3,Applied Tech,Online
2773,student 4993,9,Canada,Elementary school (5-9),Gulf Indian High School,Science,1,Robotics,96,3,Proficiency,Hybrid
3800,student 4994,7,Singapore,Elementary school (5-9),Gulf Indian High School,Music,32,Game Development,24,4,Beginner,Online
1250,student 4995,7,Pakistan,Elementary school (5-9),Gulf Indian High School,Music,21,Virtual Robotics,8,3,Intermediate,Hybrid
982,student 4996,7,Jordan,Elementary school (5-9),Gulf Indian High School,Music,1,Robotics,24,4,Intermediate,Online
1155,student 4998,7,Nigeria,Elementary school (5-9),Gulf Indian High School,Science,10,LEGO Robotics,48,5,Applied Tech,In-person
588,student 5001,11,India,Middle school (10-13),Gulf Indian High School,Sports,42,Young Entrepreneur,24,3,Beginner,Hybrid
476,student 5002,11,Turkey,Middle school (10-13),Gulf Indian High School,Science,15,Game Development with Unity,24,3,Proficiency,In-person
1822,student 5003,10,India,Middle school (10-13),English Language Private School,Sports,28,Young Designer,48,4,Proficiency,In-person
986,student 5004,6,Bosnia and Herzegovina,Elementary school (5-9),Gulf Indian High School,Sports,3,Artificial Intelligence,24,5,Applied Tech,Hybrid
3349,student 5005,6,UK,Elementary school (5-9),Gulf Indian High School,Science,17,Graphic Designing,96,3,Proficiency,Online
2204,student 5007,8,Turkey,Elementary school (5-9),English Language Private School,Technology,3,Artificial Intelligence,24,4,Beginner,In-person
3832,student 5008,12,Cook Islands,Middle school (10-13),Gulf Indian High School,Technology,3,Artificial Intelligence,96,3,Intermediate,In-person
1242,student 5009,6,Kuwait,Elementary school (5-9),Gulf Indian High School,Mathematics,14,Data Analysis with Python,24,4,Applied Tech,Hybrid
190,student 5010,7,KSA,Elementary school (5-9),Gulf Indian High School,Art,23,Artificial Intelligence and Machine Learning,8,5,Beginner,Hybrid
1441,student 5011,7,Malaysia,Elementary school (5-9),Gulf Indian High School,Mathematics,1,Robotics,48,5,Beginner,Hybrid
981,student 5013,7,Bosnia and Herzegovina,Elementary school (5-9),Gulf Indian High School,Science,15,Game Development with Unity,96,3,Applied Tech,In-person
1699,student 5014,5,India,Elementary school (5-9),Gulf Indian High School,Sports,32,Game Development,8,4,Proficiency,Online
1716,student 5016,6,UK,Elementary school (5-9),Gulf Indian High School,Technology,12,Young App Developer,48,4,Proficiency,In-person
2594,student 5017,7,Jordan,Elementary school (5-9),Gulf Indian High School,Mathematics,28,Young Designer,8,3,Applied Tech,Online
41,student 5018,5,Uganda,Elementary school (5-9),Gulf Indian High School,Science,33,Young Web Developer,96,3,Proficiency,In-person
2355,student 5019,10,India,Middle school (10-13),English Language Private School,Music,41,App Design and Development,24,5,Proficiency,In-person
943,student 5020,5,Kuwait,Elementary school (5-9),Gulf Indian High School,Mathematics,28,Young Designer,48,4,Applied Tech,Online
338,student 5021,6,Kuwait,Elementary school (5-9),Gulf Indian High School,Mathematics,10,LEGO Robotics,48,3,Beginner,Hybrid
1338,student 5022,7,Taiwan,Elementary school (5-9),Gulf Indian High School,Mathematics,9,Artificial Intelligence for Non Programmers,96,4,Proficiency,In-person
1099,student 5023,12,China,Middle school (10-13),Gulf Indian High School,Sports,17,Graphic Designing,24,5,Applied Tech,Online
3001,student 5024,9,UK,Elementary school (5-9),Gulf Indian High School,Art,1,Robotics,24,3,Proficiency,Hybrid
2327,student 5025,9,UK,Elementary school (5-9),Gulf Indian High School,Science,1,Robotics,24,3,Proficiency,In-person
3248,student 5026,9,Switzerland,Elementary school (5-9),Gulf Indian High School,Art,1,Robotics,8,3,Beginner,Online
896,student 5028,11,Uruguay,Middle school (10-13),Gulf Indian High School,Music,2,Python Programming,48,4,Intermediate,In-person
3734,student 5029,8,Armenia,Elementary school (5-9),Gulf Indian High School,Technology,2,Python Programming,96,3,Applied Tech,Online
2321,student 5030,12,United Kingdom,Middle school (10-13),Gulf Indian High School,Science,22,Coding For Kids,48,3,Applied Tech,In-person
2885,student 5031,12,Bahrain,Middle school (10-13),Gulf Indian High School,Music,17,Graphic Designing,24,4,Proficiency,In-person
2668,student 5032,8,Nigeria,Elementary school (5-9),Gulf Indian High School,Art,1,Robotics,48,3,Applied Tech,Hybrid
1675,student 5033,6,Iran (Islamic Republic of),Elementary school (5-9),Gulf Indian High School,Technology,32,Game Development,48,3,Intermediate,In-person
2910,student 5034,8,Ukraine,Elementary school (5-9),Gulf Indian High School,Art,3,Artificial Intelligence,24,5,Beginner,Online
3855,student 5035,8,Kuwait,Elementary school (5-9),Gulf Indian High School,Mathematics,11,VEX Robotics,8,4,Intermediate,Online
3931,student 5036,6,Taiwan,Elementary school (5-9),Gulf Indian High School,Art,41,App Design and Development,96,5,Beginner,Online
931,student 5037,6,Pakistan,Elementary school (5-9),Gulf Indian High School,Technology,23,Artificial Intelligence and Machine Learning,24,4,Beginner,Online
289,student 5038,6,Switzerland,Elementary school (5-9),Gulf Indian High School,Technology,7,Virtual Reality,24,4,Beginner,Online
724,student 5039,6,Canada,Elementary school (5-9),Gulf Indian High School,Art,42,Young Entrepreneur,8,3,Proficiency,Online
2941,student 5040,6,United Kingdom,Elementary school (5-9),Gulf Indian High School,Technology,1,Robotics,96,4,Applied Tech,Hybrid
2320,student 5041,6,India,Elementary school (5-9),Gulf Indian High School,Technology,1,Robotics,48,5,Beginner,In-person
1954,student 5042,6,Egypt,Elementary school (5-9),Gulf Indian High School,Mathematics,32,Game Development,8,4,Proficiency,Online
1090,student 5043,6,Iran (Islamic Republic of),Elementary school (5-9),Gulf Indian High School,Science,24,Internet of Things,24,4,Intermediate,Hybrid
483,student 5044,6,Switzerland,Elementary school (5-9),Gulf Indian High School,Sports,41,App Design and Development,24,5,Intermediate,Online
936,student 5045,6,Poland,Elementary school (5-9),Gulf Indian High School,Art,24,Internet of Things,96,3,Intermediate,Hybrid
2296,student 5046,6,Egypt,Elementary school (5-9),Gulf Indian High School,Music,28,Young Designer,24,4,Intermediate,Online
156,student 5047,11,China,Middle school (10-13),Gulf Indian High School,Technology,20,Data Science,24,3,Intermediate,Online
1071,student 5049,12,China,Middle school (10-13),Gulf Indian High School,Art,2,Python Programming,8,5,Applied Tech,In-person
1959,student 5050,6,Jordan,Elementary school (5-9),Gulf Indian High School,Sports,32,Game Development,24,3,Intermediate,Online
2502,student 5051,8,Saudi Arabia,Elementary school (5-9),Gulf Indian High School,Mathematics,10,LEGO Robotics,8,4,Applied Tech,In-person
2249,student 5052,6,USA,Elementary school (5-9),Gulf Indian High School,Science,1,Robotics,48,4,Applied Tech,In-person
1684,student 5053,6,UK,Elementary school (5-9),Gulf Indian High School,Sports,25,Young Innovator,24,4,Intermediate,Hybrid
124,student 5054,6,Poland,Elementary school (5-9),Gulf Indian High School,Art,43,3D Designing,96,4,Proficiency,Hybrid
2049,student 5055,6,IndiaSpain,Elementary school (5-9),Gulf Indian High School,Art,1,Robotics,48,3,Intermediate,Online
968,student 5056,12,Malaysia,Middle school (10-13),Gulf Indian High School,Sports,21,Virtual Robotics,96,3,Intermediate,Online
3831,student 5057,11,Kuwait,Middle school (10-13),Gulf Indian High School,Sports,30,Programming,96,4,Applied Tech,Online
855,student 5058,6,UAE,Elementary school (5-9),Gulf Indian High School,Art,24,Internet of Things,48,4,Beginner,Hybrid
640,student 5060,11,Egypt,Middle school (10-13),Gulf Indian High School,Sports,38,Young Honcho,96,5,Proficiency,Hybrid
2239,student 5061,6,Afghanistan,Elementary school (5-9),Gulf Indian High School,Technology,17,Graphic Designing,96,3,Intermediate,Hybrid
1603,student 5062,9,Saudi Arabia,Elementary school (5-9),Gulf Indian High School,Art,41,App Design and Development,48,4,Beginner,Hybrid
2564,student 5063,11,Armenia,Middle school (10-13),English Language Private School,Music,2,Python Programming,8,4,Intermediate,Online
442,student 5064,8,Bosnia and Herzegovina,Elementary school (5-9),English Language Private School,Mathematics,40,App Development,48,5,Proficiency,Online
1945,student 5065,6,Egypt,Elementary school (5-9),Gulf Indian High School,Technology,40,App Development,24,3,Beginner,In-person
1839,student 5066,6,United Kingdom,Elementary school (5-9),Gulf Indian High School,Science,17,Graphic Designing,48,3,Proficiency,Hybrid
1830,student 5067,6,Pakistan,Elementary school (5-9),Gulf Indian High School,Art,17,Graphic Designing,8,4,Beginner,Hybrid
2191,student 5068,6,Cameroon,Elementary school (5-9),Gulf Indian High School,Science,3,Artificial Intelligence,24,4,Applied Tech,In-person
3263,student 5069,6,China,Elementary school (5-9),Gulf Indian High School,Sports,19,Young Game Developer,48,5,Applied Tech,Hybrid
533,student 5071,6,UAE,Elementary school (5-9),Gulf Indian High School,Art,43,3D Designing,24,3,Beginner,Online
2275,student 5072,6,Egypt,Elementary school (5-9),Gulf Indian High School,Sports,3,Artificial Intelligence,48,3,Proficiency,Hybrid
1337,student 5073,8,Armenia,Elementary school (5-9),English Language Private School,Art,29,3D Designing and Printing,48,4,Intermediate,In-person
3701,student 5074,8,Singapore,Elementary school (5-9),Gulf Indian High School,Music,2,Python Programming,48,3,Proficiency,Hybrid
949,student 5075,11,Russia,Middle school (10-13),English Language Private School,Science,1,Robotics,24,4,Proficiency,Online
3374,student 5076,6,Taiwan,Elementary school (5-9),Gulf Indian High School,Sports,1,Robotics,24,4,Applied Tech,Online
3726,student 5078,8,Saudi Arabia,Elementary school (5-9),English Language Private School,Mathematics,34,JAVA Programming,8,3,Intermediate,Hybrid
2020,student 5079,8,Bosnia and Herzegovina,Elementary school (5-9),English Language Private School,Sports,0,Robotics Innovative Learning,8,3,Applied Tech,Online
460,student 5080,8,UAE,Elementary school (5-9),Gulf Indian High School,Music,1,Robotics,96,3,Beginner,Online
3473,student 5081,9,Taiwan,Elementary school (5-9),English Language Private School,Music,23,Artificial Intelligence and Machine Learning,24,5,Beginner,Online
551,student 5082,9,Pakistan,Elementary school (5-9),English Language Private School,Art,41,App Design and Development,8,5,Intermediate,In-person
393,student 5083,5,Palestine,Elementary school (5-9),Gulf Indian High School,Mathematics,3,Artificial Intelligence,48,4,Applied Tech,In-person
3939,student 5084,11,Bosnia and Herzegovina,Middle school (10-13),Gulf Indian High School,Science,7,Virtual Reality,48,5,Proficiency,In-person
1788,student 5085,13,Nigeria,Middle school (10-13),English Language Private School,Technology,9,Artificial Intelligence for Non Programmers,24,3,Intermediate,Hybrid
845,student 5086,13,Cameroon,Middle school (10-13),English Language Private School,Music,32,Game Development,48,3,Applied Tech,Hybrid
3279,student 5087,13,Egypt,Middle school (10-13),English Language Private School,Art,1,Robotics,48,3,Applied Tech,In-person
2258,student 5088,13,Taiwan,Middle school (10-13),English Language Private School,Science,29,3D Designing and Printing,24,4,Applied Tech,In-person
1139,student 5089,6,Pakistan,Elementary school (5-9),Gulf Indian High School,Technology,1,Robotics,24,5,Applied Tech,In-person
3809,student 5090,13,United Kingdom,Middle school (10-13),English Language Private School,Science,8,Drone Technology,48,3,Applied Tech,Hybrid
646,student 5091,11,United Arab Emirates,Middle school (10-13),Gulf Indian High School,Technology,1,Robotics,48,5,Beginner,Hybrid
3323,student 5092,11,New Zealand,Middle school (10-13),Gulf Indian High School,Science,34,JAVA Programming,48,3,Beginner,In-person
2267,student 5094,6,Nigeria,Elementary school (5-9),Gulf Indian High School,Technology,36,Young Data Scientist,8,4,Proficiency,Online
2455,student 5096,13,Uganda,Middle school (10-13),English Language Private School,Art,32,Game Development,96,4,Applied Tech,Hybrid
1467,student 5097,13,KSA,Middle school (10-13),English Language Private School,Sports,42,Young Entrepreneur,24,4,Applied Tech,Online
3675,student 5098,13,Palestine,Middle school (10-13),English Language Private School,Art,34,JAVA Programming,24,4,Intermediate,In-person
1378,student 5099,5,IndiaSpain,Elementary school (5-9),Gulf Indian High School,Mathematics,7,Virtual Reality,48,3,Applied Tech,Hybrid
2936,student 5100,6,India,Elementary school (5-9),Gulf Indian High School,Sports,16,3D Designing & Modelling,24,4,Proficiency,Online
2606,student 5101,8,Canada,Elementary school (5-9),English Language Private School,Mathematics,44,Artificial Intelligence of Things,96,3,Applied Tech,In-person
2598,student 5104,8,Armenia,Elementary school (5-9),English Language Private School,Music,23,Artificial Intelligence and Machine Learning,48,4,Intermediate,In-person
142,student 5105,9,India,Elementary school (5-9),English Language Private School,Music,7,Virtual Reality,24,3,Beginner,In-person
2660,student 5106,11,Cuba,Middle school (10-13),Gulf Indian High School,Sports,39,Augmented & Virtual Reality,48,3,Proficiency,Online
501,student 5107,14,Uruguay,High school/College (14+),Gulf Indian High School,Sports,39,Augmented & Virtual Reality,8,4,Beginner,Online
